"사용일자";"노선명";"역ID";"역명";"승차총승객수";"하차총승객수";"등록일자"
"20190801";"분당선";"1024";"한티";"16189";"16922";"20190804"
"20190801";"분당선";"1023";"선릉";"12784";"21319";"20190804"
"20190801";"과천선";"1457";"범계";"29985";"28965";"20190804"
"20190801";"과천선";"1456";"평촌";"18588";"18341";"20190804"
"20190801";"과천선";"1455";"인덕원";"25887";"26115";"20190804"
"20190801";"과천선";"1454";"정부과천청사";"11628";"11436";"20190804"
"20190801";"과천선";"1453";"과천";"5583";"4898";"20190804"
"20190801";"과천선";"1452";"대공원";"4945";"5359";"20190804"
"20190801";"과천선";"1451";"경마공원";"2266";"2343";"20190804"
"20190801";"과천선";"1450";"선바위";"9656";"8032";"20190804"
"20190801";"공항철도 1호선";"4217";"영종";"2831";"2952";"20190804"
"20190801";"공항철도 1호선";"4215";"인천공항2터미널";"6275";"5475";"20190804"
"20190801";"공항철도 1호선";"4213";"인천공항1터미널";"17422";"16719";"20190804"
"20190801";"공항철도 1호선";"4212";"공항화물청사";"2789";"3104";"20190804"
"20190801";"공항철도 1호선";"4211";"운서";"7416";"7895";"20190804"
"20190801";"공항철도 1호선";"4210";"청라국제도시";"7442";"6897";"20190804"
"20190801";"공항철도 1호선";"4209";"검암";"9011";"8665";"20190804"
"20190801";"공항철도 1호선";"4208";"계양";"11683";"10478";"20190804"
"20190801";"공항철도 1호선";"4207";"김포공항";"11045";"7064";"20190804"
"20190801";"공항철도 1호선";"4206";"마곡나루";"6286";"5539";"20190804"
"20190801";"공항철도 1호선";"4204";"디지털미디어시티";"13844";"12171";"20190804"
"20190801";"공항철도 1호선";"4203";"홍대입구";"12200";"12363";"20190804"
"20190801";"공항철도 1호선";"4202";"공덕";"2481";"3311";"20190804"
"20190801";"공항철도 1호선";"4201";"서울역";"12966";"11752";"20190804"
"20190801";"경춘선";"1329";"춘천";"2205";"1996";"20190804"
"20190801";"경춘선";"1328";"남춘천";"2876";"3163";"20190804"
"20190801";"경춘선";"1327";"김유정";"467";"527";"20190804"
"20190801";"경춘선";"1326";"강촌";"648";"568";"20190804"
"20190801";"경춘선";"1325";"백양리";"96";"99";"20190804"
"20190801";"경춘선";"1324";"굴봉산";"212";"195";"20190804"
"20190801";"경춘선";"1323";"가평";"3050";"3669";"20190804"
"20190801";"경춘선";"1322";"상천";"337";"311";"20190804"
"20190801";"경춘선";"1321";"청평";"2383";"2762";"20190804"
"20190801";"경춘선";"1320";"대성리";"774";"1119";"20190804"
"20190801";"경춘선";"1319";"마석";"4007";"3813";"20190804"
"20190801";"경춘선";"1318";"천마산";"1651";"1526";"20190804"
"20190801";"경춘선";"1317";"평내호평";"6162";"5885";"20190804"
"20190801";"경춘선";"1316";"금곡";"1590";"1517";"20190804"
"20190801";"경춘선";"1315";"사릉";"3344";"3257";"20190804"
"20190801";"경춘선";"1314";"퇴계원";"3733";"3335";"20190804"
"20190801";"경춘선";"1313";"별내";"2629";"2574";"20190804"
"20190801";"경춘선";"1312";"갈매";"2667";"2197";"20190804"
"20190801";"경춘선";"1311";"신내";"815";"827";"20190804"
"20190801";"경인선";"1823";"도화";"4307";"3848";"20190804"
"20190801";"경인선";"1822";"중동";"10155";"9235";"20190804"
"20190801";"경인선";"1821";"온수(성공회대입구)";"7139";"6787";"20190804"
"20190801";"경인선";"1817";"도원";"3157";"3239";"20190804"
"20190801";"경인선";"1816";"간석";"6644";"6294";"20190804"
"20190801";"경인선";"1815";"부개";"9554";"8725";"20190804"
"20190801";"경인선";"1814";"소사";"10583";"9834";"20190804"
"20190801";"경인선";"1813";"구일";"6580";"6397";"20190804"
"20190801";"경인선";"1812";"인천";"4731";"4047";"20190804"
"20190801";"경인선";"1811";"동인천";"17487";"17104";"20190804"
"20190801";"경인선";"1810";"제물포";"10836";"10029";"20190804"
"20190801";"경인선";"1809";"주안";"22587";"20279";"20190804"
"20190801";"경인선";"1808";"동암";"18115";"17768";"20190804"
"20190801";"경인선";"1807";"백운";"8636";"8325";"20190804"
"20190801";"경인선";"1806";"부평";"38354";"41395";"20190804"
"20190801";"경인선";"1805";"송내";"32258";"31066";"20190804"
"20190801";"경인선";"1804";"부천";"40065";"40252";"20190804"
"20190801";"경인선";"1803";"역곡";"30224";"29212";"20190804"
"20190801";"경인선";"1802";"오류동";"12797";"11599";"20190804"
"20190801";"경인선";"1801";"개봉";"23628";"23436";"20190804"
"20190801";"경의선";"1291";"서울역";"1";"0";"20190804"
"20190801";"경의선";"1284";"문산";"6145";"6049";"20190804"
"20190801";"경의선";"1283";"파주";"1247";"819";"20190804"
"20190801";"경의선";"1282";"월롱";"2141";"1931";"20190804"
"20190801";"경의선";"1280";"금촌";"7807";"7379";"20190804"
"20190801";"경의선";"1279";"금릉";"4796";"4617";"20190804"
"20190801";"경의선";"1278";"운정";"6312";"5656";"20190804"
"20190801";"경의선";"1277";"야당";"5486";"5187";"20190804"
"20190801";"경의선";"1276";"탄현";"8034";"7628";"20190804"
"20190801";"경의선";"1275";"일산";"9407";"8993";"20190804"
"20190801";"경의선";"1274";"풍산";"5581";"5154";"20190804"
"20190801";"경의선";"1273";"백마";"7071";"6591";"20190804"
"20190801";"경의선";"1272";"곡산";"615";"649";"20190804"
"20190801";"경의선";"1271";"능곡";"3713";"3312";"20190804"
"20190801";"경의선";"1270";"행신";"8304";"8081";"20190804"
"20190801";"경의선";"1269";"강매";"3090";"2514";"20190804"
"20190801";"경의선";"1268";"화전";"1803";"1601";"20190804"
"20190801";"경의선";"1267";"수색";"2336";"2431";"20190804"
"20190801";"경의선";"1266";"디지털미디어시티";"2300";"2057";"20190804"
"20190801";"경의선";"1265";"가좌";"5456";"4834";"20190804"
"20190801";"경의선";"1264";"홍대입구";"2128";"2480";"20190804"
"20190801";"경의선";"1263";"서강대";"2298";"2137";"20190804"
"20190801";"경의선";"1262";"공덕";"3970";"3291";"20190804"
"20190801";"경의선";"1261";"효창공원앞";"2742";"2960";"20190804"
"20190801";"경의선";"1252";"신촌";"1059";"1310";"20190804"
"20190801";"경의선";"1251";"서울역";"4467";"6094";"20190804"
"20190801";"경원선";"1916";"소요산";"4447";"3612";"20190804"
"20190801";"경원선";"1915";"동두천";"2065";"2515";"20190804"
"20190801";"경원선";"1914";"보산";"1746";"1678";"20190804"
"20190801";"경원선";"1913";"동두천중앙";"3800";"3624";"20190804"
"20190801";"경원선";"1912";"지행";"7135";"6928";"20190804"
"20190801";"경원선";"1911";"덕정";"6149";"5753";"20190804"
"20190801";"경원선";"1910";"덕계";"2412";"2039";"20190804"
"20190801";"경원선";"1909";"양주";"9050";"7928";"20190804"
"20190801";"경원선";"1908";"녹양";"5012";"4641";"20190804"
"20190801";"경원선";"1907";"가능";"7222";"6586";"20190804"
"20190801";"경원선";"1906";"의정부";"22584";"23496";"20190804"
"20190801";"경원선";"1905";"회룡";"13313";"12779";"20190804"
"20190801";"경원선";"1904";"망월사";"7963";"7958";"20190804"
"20190801";"경원선";"1903";"도봉산";"8113";"4934";"20190804"
"20190801";"경원선";"1902";"도봉";"6362";"5969";"20190804"
"20190801";"경원선";"1901";"방학";"10242";"9892";"20190804"
"20190801";"경원선";"1021";"녹천";"5030";"4135";"20190804"
"20190801";"경원선";"1020";"월계";"5816";"5339";"20190804"
"20190801";"경원선";"1019";"광운대";"8733";"8003";"20190804"
"20190801";"경원선";"1018";"석계";"9792";"10593";"20190804"
"20190801";"경원선";"1017";"신이문";"9563";"8549";"20190804"
"20190801";"경원선";"1016";"외대앞";"9117";"8652";"20190804"
