지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
327,2018-01-01 00:00,-4.3,0,0,0,,,76.5,,
327,2018-01-01 01:00,-4.2,0,.2,0,,,77,,
327,2018-01-01 02:00,-5,0,0,0,,,77.9,,
327,2018-01-01 03:00,-5.3,0,0,0,,,69.3,,
327,2018-01-01 04:00,-4.9,0,.2,0,,,74.4,,
327,2018-01-01 05:00,-5.1,0,.3,0,,,73.8,,
327,2018-01-01 06:00,-5.2,0,.3,0,,,77.1,,
327,2018-01-01 07:00,-5.6,0,.1,0,,,74.5,,
327,2018-01-01 08:00,-6.2,0,0,0,,,79.2,,
327,2018-01-01 09:00,-4.3,0,0,0,,,67.9,,
327,2018-01-01 10:00,-.9,143.8,.5,0,,,55.5,,
327,2018-01-01 11:00,1.3,,,0,,,38.8,,
327,2018-01-01 12:00,1.5,44.6,1,0,,,34.7,,
327,2018-01-01 13:00,2,259.2,.5,0,,,34.2,,
327,2018-01-01 14:00,3.7,93.3,1.2,0,,,32.4,,
327,2018-01-01 15:00,3.2,62.7,1.8,0,,,37.4,,
327,2018-01-01 16:00,2.4,58.5,1.5,0,,,44.7,,
327,2018-01-01 17:00,-.1,296.5,.6,0,,,68.2,,
327,2018-01-01 18:00,-1.2,0,.4,0,,,69.1,,
327,2018-01-01 19:00,-1.7,0,.1,0,,,72.5,,
327,2018-01-01 20:00,-2.7,0,0,0,,,69.3,,
327,2018-01-01 21:00,-2.3,0,.2,0,,,75.8,,
327,2018-01-01 22:00,-3.3,0,0,0,,,79.1,,
327,2018-01-01 23:00,-3.9,0,0,0,,,74.4,,
327,2018-01-02 00:00,-3.8,0,0,0,,,77.1,,
327,2018-01-02 01:00,-3.7,0,.2,0,,,82.2,,
327,2018-01-02 02:00,-4.2,0,0,0,,,85.2,,
327,2018-01-02 03:00,-4.5,0,0,0,,,86.5,,
327,2018-01-02 04:00,-4.5,0,0,0,,,87.2,,
327,2018-01-02 05:00,-4.2,0,0,0,,,88.9,,
327,2018-01-02 06:00,-4.8,0,0,0,,,89.6,,
327,2018-01-02 07:00,-5.4,0,0,0,,,91.7,,
