지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
423,2018-01-01 00:00,-2,0,.3,0,,,51.7,0,0
423,2018-01-01 01:00,-3.4,0,.3,0,,,55.1,0,0
423,2018-01-01 02:00,-4.1,333.5,.8,0,,,61,0,0
423,2018-01-01 03:00,-4,323.6,.7,0,,,59.6,0,0
423,2018-01-01 04:00,-4.1,0,.3,0,,,60.5,0,0
423,2018-01-01 05:00,-4.6,223.7,.5,0,,,66.1,0,0
423,2018-01-01 06:00,-4.9,0,.1,0,,,67.7,0,0
423,2018-01-01 07:00,-5.3,0,.2,0,,,67.6,0,0
423,2018-01-01 08:00,-5.4,0,.2,0,,,66.6,0,0
423,2018-01-01 09:00,-3.6,0,0,0,,,68.6,0,0
423,2018-01-01 10:00,-.5,168.2,.6,0,,,49.7,0,0
423,2018-01-01 11:00,.5,310.8,1.6,0,,,27.3,0,0
423,2018-01-01 12:00,1.3,301.2,1.7,0,,,22.9,0,0
423,2018-01-01 13:00,2.1,350,1.7,0,,,27.8,0,0
423,2018-01-01 14:00,2.8,292.9,1.1,0,,,28.7,0,0
423,2018-01-01 15:00,2.9,258.7,1.5,0,,,33.8,0,0
423,2018-01-01 16:00,3,263.8,2.6,0,,,35.5,0,0
423,2018-01-01 17:00,2,249.8,2.7,0,,,37.7,0,0
423,2018-01-01 18:00,1.1,207.7,1.1,0,,,42.4,0,0
423,2018-01-01 19:00,-.8,0,.3,0,,,53.5,0,0
423,2018-01-01 20:00,-1.2,0,0,0,,,55.5,0,0
423,2018-01-01 21:00,-1.6,0,.2,0,,,57.7,0,0
423,2018-01-01 22:00,-1.9,0,.1,0,,,59.4,0,0
423,2018-01-01 23:00,-2.7,0,.1,0,,,64.8,0,0
423,2018-01-02 00:00,-2.8,0,.4,0,,,68.4,0,0
423,2018-01-02 01:00,-2.8,0,0,0,,,68.5,0,0
423,2018-01-02 02:00,-3.3,0,0,0,,,69.5,0,0
423,2018-01-02 03:00,-3.3,0,0,0,,,71.1,0,0
423,2018-01-02 04:00,-3.7,0,0,0,,,72.5,0,0
423,2018-01-02 05:00,-3.6,319.6,1.2,0,,,76.7,0,0
423,2018-01-02 06:00,-3.4,,.9,0,,,81.6,0,0
423,2018-01-02 07:00,-4,,1,0,,,82,0,0
423,2018-01-02 08:00,-4,,2.2,0,,,79.7,0,0
423,2018-01-02 09:00,-3.2,,1.6,0,,,73.1,0,0
423,2018-01-02 10:00,-1.4,,2.1,0,,,57.4,0,0
423,2018-01-02 11:00,-.6,,2.4,0,,,43,0,0
423,2018-01-02 12:00,.3,,3.9,0,,,34,0,0
423,2018-01-02 13:00,.6,,3.9,0,,,28,0,0
423,2018-01-02 14:00,1.1,,4,0,,,26.9,0,0
423,2018-01-02 15:00,1.2,,2.1,0,,,26.7,0,0
423,2018-01-02 16:00,1.2,326.8,2.5,0,,,29.2,0,0
