지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
940,2017-01-01 00:00,2.7,345.4,1.4,0,,,,0,0
940,2017-01-01 01:00,3.2,303.4,.6,0,,,,0,0
940,2017-01-01 02:00,3.4,317.3,1.1,0,,,,0,0
940,2017-01-01 03:00,4,307.1,.8,0,,,,0,0
940,2017-01-01 04:00,3.1,322.6,.9,0,,,,0,0
940,2017-01-01 05:00,2.9,330.6,1.1,0,,,,0,0
940,2017-01-01 06:00,1.5,312.4,.5,0,,,,0,0
940,2017-01-01 07:00,1.2,117.7,.5,0,,,,0,0
940,2017-01-01 08:00,2.2,156.5,.5,0,,,,0,0
940,2017-01-01 09:00,4.3,159.7,.6,0,,,,0,0
940,2017-01-01 10:00,6.7,241.7,1.4,0,,,,0,0
940,2017-01-01 11:00,8.5,235.9,1.4,0,,,,0,0
940,2017-01-01 12:00,10.1,291.8,1.4,0,,,,0,0
940,2017-01-01 13:00,11.1,249.5,1.9,0,,,,0,0
940,2017-01-01 14:00,11.3,224.9,2.3,0,,,,0,0
940,2017-01-01 15:00,11,215.8,2,0,,,,0,0
940,2017-01-01 16:00,10.8,232.8,2.7,0,,,,0,0
940,2017-01-01 17:00,9.6,268.1,2.4,0,,,,0,0
940,2017-01-01 18:00,8.1,6.9,.6,0,,,,0,0
940,2017-01-01 19:00,7.2,0,.3,0,,,,0,0
940,2017-01-01 20:00,5.9,20.3,1.1,0,,,,0,0
940,2017-01-01 21:00,5.3,358.7,1.2,0,,,,0,0
940,2017-01-01 22:00,4.7,341.2,.5,0,,,,0,0
940,2017-01-01 23:00,4,9.9,1.1,0,,,,0,0
940,2017-01-02 00:00,6.1,244,1.3,0,,,,0,0
940,2017-01-02 01:00,6.7,285.8,2,0,,,,0,0
940,2017-01-02 02:00,5,298.7,1.1,0,,,,0,0
940,2017-01-02 03:00,5.3,322.2,.7,0,,,,0,0
940,2017-01-02 04:00,6.3,177.3,1.3,0,,,,0,0
940,2017-01-02 05:00,5.6,0,.4,0,,,,0,0
940,2017-01-02 06:00,6.3,163,1.2,0,,,,0,0
