지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
403,2017-01-01 00:00,2.9,160.1,1.2,0,,,,0,0
403,2017-01-01 01:00,2.2,172.3,1.3,0,,,,0,0
403,2017-01-01 02:00,1.7,154.8,1.1,0,,,,0,0
403,2017-01-01 03:00,1.3,87.4,.6,0,,,,0,0
403,2017-01-01 04:00,.7,0,.3,0,,,,0,0
403,2017-01-01 05:00,.5,141.6,1.2,0,,,,0,0
403,2017-01-01 06:00,.3,106.1,1.2,0,,,,0,0
403,2017-01-01 07:00,.3,290.7,.5,0,,,,0,0
403,2017-01-01 08:00,.4,124.4,1.3,0,,,,0,0
403,2017-01-01 09:00,1,115.9,.9,0,,,,0,0
403,2017-01-01 10:00,2,105.8,1.2,0,,,,0,0
403,2017-01-01 11:00,4.1,59.1,.8,0,,,,0,0
403,2017-01-01 12:00,5.4,355.1,.7,0,,,,0,0
403,2017-01-01 13:00,6.4,356.8,1.2,0,,,,0,0
403,2017-01-01 14:00,6.5,347.2,.9,0,,,,0,0
403,2017-01-01 15:00,7.5,19.3,.8,0,,,,0,0
403,2017-01-01 16:00,7.4,24.6,.5,0,,,,0,0
403,2017-01-01 17:00,7.1,18.3,.7,0,,,,0,0
403,2017-01-01 18:00,7,124.5,1.5,0,,,,0,0
403,2017-01-01 19:00,6,327.4,.7,0,,,,0,0
403,2017-01-01 20:00,5.8,186.2,.9,0,,,,0,0
403,2017-01-01 21:00,5.8,183.7,.9,0,,,,0,0
403,2017-01-01 22:00,5.7,138.5,1.2,0,,,,0,0
403,2017-01-01 23:00,5.8,154.8,1.6,0,,,,0,0
403,2017-01-02 00:00,5.6,156.6,1.3,0,,,,0,0
403,2017-01-02 01:00,5.6,150.9,1.4,0,,,,0,0
403,2017-01-02 02:00,5.7,144.4,1.3,0,,,,0,0
403,2017-01-02 03:00,4.9,343.6,.5,0,,,,0,0
403,2017-01-02 04:00,5.3,96,.6,0,,,,0,0
403,2017-01-02 05:00,5.1,150.8,1.4,0,,,,0,0
403,2017-01-02 06:00,4.9,134.2,.7,0,,,,0,0
403,2017-01-02 07:00,5.3,152.7,1.6,0,,,,0,0
403,2017-01-02 08:00,5.3,151.4,1.3,0,,,,0,0
403,2017-01-02 09:00,6,148,1.3,0,,,,0,0
403,2017-01-02 10:00,6.1,140.6,1.4,0,,,,0,0
403,2017-01-02 11:00,7,182.7,.8,0,,,,0,0
403,2017-01-02 12:00,8.9,272.1,1,0,,,,0,0
403,2017-01-02 13:00,8.8,325.7,1.3,0,,,,0,0
