지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
403,2018-01-01 00:00,-.3,311.6,2.4,0,,,,0,0
403,2018-01-01 01:00,-.5,308.9,2.3,0,,,,0,0
403,2018-01-01 02:00,-.7,300.2,1.3,0,,,,0,0
403,2018-01-01 03:00,-.6,310.3,1.5,0,,,,0,0
403,2018-01-01 04:00,-.8,322.3,1.7,0,,,,0,0
403,2018-01-01 05:00,-1.3,346.2,.8,0,,,,0,0
403,2018-01-01 06:00,-1.3,313.3,.6,0,,,,0,0
403,2018-01-01 07:00,-2.2,119.7,1.1,0,,,,0,0
403,2018-01-01 08:00,-2.2,121.6,.9,0,,,,0,0
403,2018-01-01 09:00,-.9,90,.9,0,,,,0,0
403,2018-01-01 10:00,.8,320.6,.5,0,,,,0,0
403,2018-01-01 11:00,1.4,307.9,1,0,,,,0,0
403,2018-01-01 12:00,2,301.7,1.1,0,,,,0,0
403,2018-01-01 13:00,3.6,238.1,.8,0,,,,0,0
403,2018-01-01 14:00,3.9,290,1.6,0,,,,0,0
403,2018-01-01 15:00,3.6,308,1.5,0,,,,0,0
403,2018-01-01 16:00,2.9,304.4,1.8,0,,,,0,0
403,2018-01-01 17:00,2.5,301.7,2.3,0,,,,0,0
403,2018-01-01 18:00,2.1,307.1,2,0,,,,0,0
403,2018-01-01 19:00,2.5,259.8,.8,0,,,,0,0
403,2018-01-01 20:00,1.9,232.8,.9,0,,,,0,0
403,2018-01-01 21:00,1.6,172.6,1,0,,,,0,0
403,2018-01-01 22:00,1.4,250.1,.6,0,,,,0,0
403,2018-01-01 23:00,.2,134.8,1.3,0,,,,0,0
403,2018-01-02 00:00,.3,152.7,1.2,0,,,,0,0
403,2018-01-02 01:00,.1,157,1.4,0,,,,0,0
403,2018-01-02 02:00,-.8,125.8,1.3,0,,,,0,0
403,2018-01-02 03:00,-1.2,109.1,1,0,,,,0,0
403,2018-01-02 04:00,-1.5,25.4,.7,0,,,,0,0
403,2018-01-02 05:00,-2.2,324.7,.5,0,,,,0,0
403,2018-01-02 06:00,-2.5,120.4,.9,0,,,,0,0
403,2018-01-02 07:00,-2.1,85.3,.6,0,,,,0,0
403,2018-01-02 08:00,-1.9,0,.4,0,,,,0,0
403,2018-01-02 09:00,-1.6,0,.4,0,,,,0,0
403,2018-01-02 10:00,-.5,.9,.6,0,,,,0,0
403,2018-01-02 11:00,.6,347.3,1.1,0,,,,0,0
403,2018-01-02 12:00,1.9,311.5,1.6,0,,,,0,0
403,2018-01-02 13:00,2.2,307.4,2.9,0,,,,0,0
403,2018-01-02 14:00,1.8,310.1,3.1,0,,,,0,0
403,2018-01-02 15:00,2,309.1,3.1,0,,,,0,0
403,2018-01-02 16:00,1.5,319.2,2.9,0,,,,0,0
403,2018-01-02 17:00,1.2,309.9,1.9,0,,,,0,0
403,2018-01-02 18:00,.6,298.6,2.2,0,,,,0,0
403,2018-01-02 19:00,0,303.1,2.9,0,,,,0,0
403,2018-01-02 20:00,-.5,308.3,3.3,0,,,,0,0
403,2018-01-02 21:00,-1.2,304.4,1.8,0,,,,0,0
403,2018-01-02 22:00,-1.7,295.8,2.6,0,,,,0,0
403,2018-01-02 23:00,-2.3,297.6,2.3,0,,,,0,0
403,2018-01-03 00:00,-2.8,296.9,2.7,0,,,,0,0
403,2018-01-03 01:00,-3.1,299.1,2.6,0,,,,0,0
403,2018-01-03 02:00,-3.2,313.6,1.6,0,,,,0,0
403,2018-01-03 03:00,-3.5,346.2,1.1,0,,,,0,0
403,2018-01-03 04:00,-4.1,313.1,1.5,0,,,,0,0
