지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
550,2017-01-01 00:00,.5,184.8,.5,0,,,76.4,0,0
550,2017-01-01 01:00,.1,116.8,.5,0,,,76.4,0,0
550,2017-01-01 02:00,-.8,0,.3,0,,,78.5,0,0
550,2017-01-01 03:00,-1.3,0,.2,0,,,79.6,0,0
550,2017-01-01 04:00,-1.5,0,0,0,,,81.2,0,0
550,2017-01-01 05:00,-1.2,0,.1,0,,,82,0,0
550,2017-01-01 06:00,-1.1,0,0,0,,,82.4,0,0
550,2017-01-01 07:00,-1.8,0,.2,0,,,82.3,0,0
550,2017-01-01 08:00,-1,0,0,0,,,82.7,0,0
550,2017-01-01 09:00,-.3,0,0,0,,,82.9,0,0
550,2017-01-01 10:00,1.8,0,0,0,,,79,0,0
550,2017-01-01 11:00,4.1,177.5,1,0,,,68.8,0,0
550,2017-01-01 12:00,6,97.2,.6,0,,,64.1,0,0
550,2017-01-01 13:00,7.3,180.4,1.7,0,,,59.6,0,0
550,2017-01-01 14:00,8,195.4,1.3,0,,,56.7,0,0
550,2017-01-01 15:00,7.7,154.2,1.5,0,,,57.1,0,0
550,2017-01-01 16:00,7.7,159.9,.7,0,,,57.3,0,0
550,2017-01-01 17:00,6.5,0,.2,0,,,62.2,0,0
550,2017-01-01 18:00,5,130.9,1.2,0,,,66.9,0,0
550,2017-01-01 19:00,5.1,109,1,0,,,67.4,0,0
550,2017-01-01 20:00,4.4,0,.2,0,,,69.6,0,0
550,2017-01-01 21:00,2.3,160.3,.5,0,,,73,0,0
550,2017-01-01 22:00,3.4,0,.2,0,,,72.9,0,0
550,2017-01-01 23:00,3.3,0,.2,0,,,72.5,0,0
550,2017-01-02 00:00,3.6,0,.4,0,,,71.9,0,0
550,2017-01-02 01:00,3.2,0,.2,0,,,74,0,0
550,2017-01-02 02:00,2.7,101.4,.7,0,,,74.2,0,0
550,2017-01-02 03:00,2.5,0,.4,0,,,75.1,0,0
550,2017-01-02 04:00,3.2,0,.3,0,,,74.8,0,0
550,2017-01-02 05:00,3.2,0,.1,0,,,80.8,0,0
550,2017-01-02 06:00,3.3,131.9,.8,0,,,80.9,0,0
550,2017-01-02 07:00,3.6,0,.2,0,,,80.1,0,0
550,2017-01-02 08:00,3.6,0,.3,0,,,82,0,0
550,2017-01-02 09:00,3.9,108,.5,0,,,83.1,0,0
550,2017-01-02 10:00,5.4,194.6,1.2,0,,,75.9,0,0
550,2017-01-02 11:00,6.6,221.5,1.7,0,,,69.9,0,0
550,2017-01-02 12:00,8,267.8,2.6,0,,,69.7,0,0
550,2017-01-02 13:00,9.1,330.5,3.1,0,,,64.3,0,0
550,2017-01-02 14:00,10.1,274.3,2.3,0,,,56.2,0,0
550,2017-01-02 15:00,9.1,296,2.4,0,,,55.1,0,0
550,2017-01-02 16:00,7.9,312,3.2,0,,,58.4,0,0
550,2017-01-02 17:00,6.9,272.8,2,0,,,63,0,0
550,2017-01-02 18:00,7,272.7,2.7,0,,,62.6,0,0
550,2017-01-02 19:00,6.8,278.9,2.4,0,,,60.6,0,0
550,2017-01-02 20:00,6.2,268.8,2.1,0,,,63.9,0,0
550,2017-01-02 21:00,5.2,269.9,2.1,0,,,69.4,0,0
550,2017-01-02 22:00,5,281,2,0,,,70.6,0,0
550,2017-01-02 23:00,4.2,270.7,1.7,0,,,71.3,0,0
550,2017-01-03 00:00,2.9,275,1.2,0,,,68.5,0,0
550,2017-01-03 01:00,2.1,290.7,1.3,0,,,73.7,0,0
550,2017-01-03 02:00,1.5,294.6,1.6,0,,,74.1,0,0
550,2017-01-03 03:00,.9,296.4,.7,0,,,72.3,0,0
550,2017-01-03 04:00,-.7,319.6,.5,0,,,63.7,0,0
550,2017-01-03 05:00,-.7,170.1,.6,0,,,63.5,0,0
550,2017-01-03 06:00,-1.4,173,.5,0,,,65.9,0,0
550,2017-01-03 07:00,-2.9,0,0,0,,,72.8,0,0
550,2017-01-03 08:00,-2.8,0,0,0,,,78.1,0,0
550,2017-01-03 09:00,-1.6,0,.1,0,,,80.3,0,0
550,2017-01-03 10:00,1.5,0,0,0,,,71.2,0,0
550,2017-01-03 11:00,3.5,179.6,1.8,0,,,58,0,0
550,2017-01-03 12:00,5,215.5,1.7,0,,,53.6,0,0
550,2017-01-03 13:00,6.1,239.8,1.2,0,,,52.6,0,0
550,2017-01-03 14:00,7.1,285.5,1.6,0,,,46,0,0
550,2017-01-03 15:00,7.3,259.5,2,0,,,44.8,0,0
550,2017-01-03 16:00,6.7,277.2,2.6,0,,,45.8,0,0
550,2017-01-03 17:00,5.4,297.3,1.9,0,,,52.4,0,0
550,2017-01-03 18:00,3.7,298.2,.9,0,,,60.5,0,0
550,2017-01-03 19:00,1.7,0,0,0,,,69.1,0,0
550,2017-01-03 20:00,1.4,162.2,.7,0,,,68.2,0,0
550,2017-01-03 21:00,-.3,0,.1,0,,,71.7,0,0
550,2017-01-03 22:00,-.5,128.7,.7,0,,,73.4,0,0
550,2017-01-03 23:00,-.9,0,0,0,,,76.9,0,0
550,2017-01-04 00:00,-.9,0,.2,0,,,79,0,0
550,2017-01-04 01:00,-.2,101.4,.8,0,,,77.8,0,0
550,2017-01-04 02:00,1,0,0,0,,,77.1,0,0
550,2017-01-04 03:00,1.5,0,.4,0,,,76.4,0,0
550,2017-01-04 04:00,1.6,184.6,.5,0,,,75.2,0,0
550,2017-01-04 05:00,1.2,0,0,0,,,76.6,0,0
550,2017-01-04 06:00,.8,0,0,0,,,78.5,0,0
550,2017-01-04 07:00,.6,0,.1,0,,,78.5,0,0
550,2017-01-04 08:00,.7,0,.2,0,,,80.6,0,0
550,2017-01-04 09:00,1.9,74.4,.5,0,,,78.7,0,0
550,2017-01-04 10:00,4,0,.1,0,,,69.8,0,0
550,2017-01-04 11:00,6.5,305.2,.8,0,,,65.9,0,0
550,2017-01-04 12:00,7.8,287.4,1.5,0,,,53.4,0,0
550,2017-01-04 13:00,9.1,280.1,1.3,0,,,41,0,0
550,2017-01-04 14:00,10,279.3,2,0,,,32.7,0,0
550,2017-01-04 15:00,9.1,289.4,2.3,0,,,32.8,0,0
550,2017-01-04 16:00,8.1,303.2,2.3,0,,,33.5,0,0
550,2017-01-04 17:00,6.5,301.4,1.7,0,,,39.4,0,0
550,2017-01-04 18:00,4.8,272.4,1.3,0,,,43.4,0,0
550,2017-01-04 19:00,4.3,326.2,1.6,0,,,52.9,0,0
550,2017-01-04 20:00,2.7,296.4,.5,0,,,58.4,0,0
550,2017-01-04 21:00,2.1,192.1,.7,0,,,62.2,0,0
550,2017-01-04 22:00,.2,0,.1,0,,,67.1,0,0
550,2017-01-04 23:00,-.6,0,0,0,,,69.8,0,0
550,2017-01-05 00:00,-1.1,0,.2,0,,,74.1,0,0
550,2017-01-05 01:00,-1.2,0,.4,0,,,77,0,0
550,2017-01-05 02:00,-1.1,0,0,0,,,76.1,0,0
550,2017-01-05 03:00,-.8,0,0,0,,,74.8,0,0
550,2017-01-05 04:00,-1,0,0,0,,,74.7,0,0
550,2017-01-05 05:00,-1.1,0,0,0,,,75.6,0,0
550,2017-01-05 06:00,-.5,0,0,0,,,72.4,0,0
550,2017-01-05 07:00,-.1,0,0,0,,,68.6,0,0
550,2017-01-05 08:00,.2,0,0,0,,,66.5,0,0
550,2017-01-05 09:00,1.9,0,.2,0,,,61.2,0,0
550,2017-01-05 10:00,4.1,63,2.3,0,,,48.1,0,0
550,2017-01-05 11:00,4.9,45,3.2,0,,,45.2,0,0
550,2017-01-05 12:00,6.2,51.6,3,0,,,43.9,0,0
550,2017-01-05 13:00,7.3,59.4,2.9,0,,,41.6,0,0
550,2017-01-05 14:00,8.2,86.7,2.5,0,,,40.7,0,0
550,2017-01-05 15:00,8.3,78,1.9,0,,,42.5,0,0
